name,tier,life,boss,sprite,w,h,scale,cur,in_scope,keep_reason,cls,prop_scale,prop,reason,eyes
Brimaz,Rare,30,False,sprites/enemy/humanoid/leonin/lion_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/leonin folder,False
Brittle Archer,Common,11,False,sprites/enemy/basic/undead/brittle_archer.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/undead folder,False
Brudiclad,Uncommon,30,False,sprites/enemy/construct/myr.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Bruvac,Rare,27,False,sprites/enemy/humanoid/human/wizard/archivist.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Cadric,Rare,20,False,sprites/enemy/humanoid/dwarf/dwarf_5.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Calix,Rare,30,False,sprites/enemy/humanoid/human/soldier/hoplite.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/soldier folder,False
Captain Storm,Common,20,False,sprites/enemy/humanoid/human/rogue/pirate_captain.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/rogue folder,False
Carcass Feeder,Uncommon,20,False,sprites/enemy/basic/undead/carcass_feeder.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/undead folder,False
Carlos Romao '02,Uncommon,25,False,sprites/enemy/humanoid/human/wizard/dimir_wiz.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Carmen,Rare,30,False,sprites/enemy/humanoid/human/cleric/monk_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Cathar,Uncommon,13,False,sprites/enemy/humanoid/human/soldier/cathar.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/soldier folder,False
Cayth,Rare,20,False,sprites/enemy/humanoid/dwarf/polar_cavalry.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Cazur and Ukkima,Rare,30,False,sprites/enemy/humanoid/human/warrior/antlered_elite.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warrior folder,False
Centaur,Rare,16,False,sprites/enemy/fey/centaur.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Centaur Warrior,Common,16,False,sprites/enemy/fey/centaur_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Cerise,Rare,26,False,sprites/enemy/humanoid/human/knight/cavalier.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Chainer,Rare,20,False,sprites/enemy/humanoid/human/wizard/rakdos_wiz.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Challenger 20,Uncommon,22,False,sprites/enemy/aberration/challenger.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Challenger 21,Rare,22,False,sprites/enemy/aberration/challenger.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Challenger 22,Uncommon,22,False,sprites/enemy/aberration/challenger.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Chandra's Acolyte,Rare,28,False,sprites/enemy/humanoid/human/wizard/red_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Chandra's Firestarter,Rare,32,False,sprites/enemy/humanoid/human/wizard/red_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Chandra's Hellhound,Uncommon,17,False,sprites/enemy/fiend/hellhound_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Chandra's Immolator,Rare,30,False,sprites/enemy/humanoid/human/wizard/red_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Chandra's Lavamancer,Rare,34,False,sprites/enemy/humanoid/human/wizard/red_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Chandra's Pyromancer,Uncommon,27,False,sprites/enemy/humanoid/human/wizard/red_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Chandra's Scorcher,Rare,28,False,sprites/enemy/humanoid/human/wizard/red_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Chishiro,Rare,20,False,sprites/enemy/humanoid/viashino/scout.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/viashino folder,False
Circu,Uncommon,20,False,sprites/enemy/humanoid/human/bandit/bandittorturer.atlas,32,32,0.5,16.0,False,on grid,Person,0.5,16.0,humanoid/human/bandit folder,False
Clavileño,Rare,30,False,sprites/enemy/undead/vampire_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Clay Golem,Mythic,45,False,sprites/enemy/construct/golem_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), life 45",True
Cleric,Uncommon,13,False,sprites/enemy/humanoid/human/cleric/cleric.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Cloaked Old Man,Common,13,False,sprites/enemy/humanoid/human/wizard/black_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Colfenor,Common,20,False,sprites/enemy/plant/treant.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Commodore Guff,Mythic,40,False,sprites/enemy/humanoid/dwarf/dwarf_5.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Construct,Common,14,False,sprites/enemy/construct/golem_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Copper Host Brutalizer,Uncommon,19,False,sprites/enemy/aberration/phyrexian/copperhostbrutalizer.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Copper Host Infector,Uncommon,16,False,sprites/enemy/aberration/phyrexian/copperhostinfector.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Coram,Rare,20,False,sprites/enemy/humanoid/human/bandit/banditleader.atlas,32,32,1.0,32.0,False,on grid,Person,0.5,16.0,"humanoid/human/bandit folder, moves 50%",True
Cormela,Rare,20,False,sprites/enemy/humanoid/human/wizard/black_wiz3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Corrupted Blue Wizard,Uncommon,15,False,sprites/enemy/humanoid/human/wizard/corrupted_bluewiz.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Corrupted Cleric,Uncommon,15,False,sprites/enemy/humanoid/human/cleric/corrupted_cleric.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Corrupted Green Wizard,Rare,15,False,sprites/enemy/humanoid/human/wizard/corrupted_greenwiz.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Corrupted Red Wizard,Uncommon,15,False,sprites/enemy/humanoid/human/wizard/corrupted_redwiz.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Corrupted Treant,Rare,27,False,sprites/enemy/basic/magical/corrupted_treant.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/magical folder,False
Cosima,Rare,30,False,sprites/enemy/humanoid/human/artificer/esper_artificer.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/artificer folder,False
Cynette,Uncommon,41,False,sprites/enemy/humanoid/human/cleric/cleric.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Cyrille deFoucaud '94,Rare,25,False,sprites/enemy/humanoid/human/wizard/red_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Daghatar,Uncommon,20,False,sprites/enemy/humanoid/swordsman_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid folder,False
Dalakos,Uncommon,20,False,sprites/enemy/humanoid/merfolk/merfolk.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/merfolk folder,False
Damia,Rare,40,False,sprites/enemy/monstrosity/gorgone.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Daniel Zink '03,Uncommon,25,False,sprites/enemy/humanoid/human/wizard/white_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Danitha,Common,12,False,sprites/enemy/humanoid/paladin_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid folder,False
Dark Knight,Uncommon,14,False,sprites/enemy/humanoid/human/knight/death_knight.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Dark Spirit,Common,13,False,sprites/enemy/undead/ghost.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Daughter of Autumn,Uncommon,40,False,sprites/enemy/humanoid/elf/druid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Dave Humpherys '03,Common,25,False,sprites/enemy/humanoid/human/wizard/green_wiz1.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Dawnhart Witch,Common,13,False,sprites/enemy/humanoid/human/warlock/dawnhart_witch.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warlock folder,False
Death Knight,Uncommon,15,False,sprites/enemy/humanoid/human/knight/death_knight_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Decrepit Bones,Common,13,False,sprites/enemy/basic/undead/decrepit_bones.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/undead folder,False
Deekah,Rare,31,False,sprites/enemy/humanoid/human/cleric/cleric.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Deft Sorceress,Rare,27,False,sprites/enemy/basic/magical/deft_sorceress.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/magical folder,False
Delney,Uncommon,19,False,sprites/enemy/humanoid/human/cleric/monk_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Demon,Uncommon,17,False,sprites/enemy/fiend/demon_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Demon of Tibalt,Mythic,51,False,sprites/enemy/fiend/cacodaemon.atlas,64,64,1.0,64.0,False,on grid,Person,0.25,16.0,"art 64px vs 16px person (x4.00), tagged humanoid, life 51, moves 75%",True
Denry Klin,Uncommon,20,False,sprites/enemy/humanoid/leonin/lion.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/leonin folder,False
Depala,Uncommon,20,False,sprites/enemy/humanoid/dwarf/dwarfpilot.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Derevi,Rare,50,False,sprites/enemy/humanoid/aven/falconheadedaven.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"humanoid/aven folder, life 50",True
Devil Renegade,Rare,30,False,sprites/enemy/heroes/devil_m.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Devil Wanderer,Common,12,False,sprites/enemy/heroes/devil_f.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Dihada,Rare,40,False,sprites/enemy/humanoid/human/warlock/witch.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warlock folder,False
Dimir Faerie,Rare,17,False,sprites/enemy/fey/pixie_dimir.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Dina,Uncommon,20,False,sprites/enemy/humanoid/human/wizard/green_wiz2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Disa,Rare,40,False,sprites/enemy/humanoid/elf/hunter_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Disciple of Teferi,Rare,12,False,sprites/enemy/humanoid/human/cleric/monk.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Dismembered Crawler,Common,10,False,sprites/enemy/basic/undead/dismembered_crawler.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/undead folder,False
Djinn,Uncommon,18,False,sprites/enemy/elemental/djinn.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Domain Keeper of Cromat,Rare,25,False,sprites/enemy/celestial/angel_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Dominic Symens '94,Uncommon,25,False,sprites/enemy/humanoid/human/warlock/witch.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warlock folder,False
Domri Rade,Uncommon,25,False,sprites/enemy/humanoid/human/shaman/garruk2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/shaman folder,False
Don Andres,Rare,30,False,sprites/enemy/humanoid/human/rogue/pirate3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/rogue folder,False
Doppelganger,Uncommon,20,False,sprites/enemy/undead/doppelganger.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Dovin Baan,Uncommon,26,False,sprites/enemy/humanoid/human/wizard/wizard_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Drivnod,Rare,28,False,sprites/enemy/aberration/phyrexian/drossgrimnarch.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Dross Gladiator,Uncommon,22,False,sprites/enemy/aberration/phyrexian/drossgladiator.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Dross Grimnarch,Uncommon,19,False,sprites/enemy/aberration/phyrexian/drossgrimnarch.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Dune Ghoul,Common,12,False,sprites/enemy/basic/undead/dune_ghoul.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/undead folder,False
Dwarf,Uncommon,13,False,sprites/enemy/humanoid/dwarf/dwarf_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Dwarf Demolisher,Uncommon,14,False,sprites/enemy/humanoid/dwarf/dwarf_3.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Dwarf Mercenary,Uncommon,13,False,sprites/enemy/humanoid/dwarf/dwarf_4.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Dwarf Pilot,Rare,13,False,sprites/enemy/humanoid/dwarf/dwarfpilot.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/dwarf folder,False
Dwarf Renegade,Rare,30,False,sprites/enemy/heroes/dwarf_m.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Dwarf Wanderer,Common,11,False,sprites/enemy/heroes/dwarf_f.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Edgar Markov,Rare,50,False,sprites/enemy/undead/vampire_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"undead folder, life 50",True
Efreet,Uncommon,18,False,sprites/enemy/elemental/efreet_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Egon,Mythic,54,False,sprites/enemy/undead/lich.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"undead folder, life 54",True
Eladamri,Common,11,False,sprites/enemy/humanoid/elf/druid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Elas il-Kor,Uncommon,30,False,sprites/enemy/humanoid/kor/kor_blue.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/kor folder,False
Eldraine Faerie,Uncommon,8,False,sprites/enemy/fey/pixie.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Eldraine Knight,Uncommon,14,False,sprites/enemy/humanoid/paladin_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid folder,False
Eldrazi,Uncommon,19,False,sprites/enemy/aberration/eldrazi/eldrazi.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Elemental,Rare,15,False,sprites/enemy/elemental/crystalelemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), tagged humanoid",True
Elf,Common,13,False,sprites/enemy/humanoid/elf/druid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Elf Renegade,Common,10,False,sprites/enemy/heroes/elf_m.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Elf Vagabond,Common,13,False,sprites/enemy/humanoid/elf/druid_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Elf Wanderer,Common,12,False,sprites/enemy/heroes/elf_f.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,heroes folder,False
Elf warrior,Uncommon,11,False,sprites/enemy/humanoid/elf/hunter.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Eloise,Rare,20,False,sprites/enemy/humanoid/elf/druid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Elsha,Rare,20,False,sprites/enemy/elemental/djinn_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Ember Dwende,Common,12,False,sprites/enemy/basic/spirit/ember_dwende.atlas,10,12,1.0,12.0,False,"critter, deliberate",Person,1.33,16.0,basic/spirit folder,False
Ember Elemental,Common,11,False,sprites/enemy/basic/magical/ember_elemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/magical folder,False
Emmara,Uncommon,20,False,sprites/enemy/humanoid/elf/elf_golgari.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Emry,Common,12,False,sprites/enemy/humanoid/merfolk/kiora.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/merfolk folder,False
Endrek,Uncommon,22,False,sprites/enemy/humanoid/human/wizard/black_wizard.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/wizard folder,False
Erebos,Rare,29,False,sprites/enemy/undead/doppelganger.atlas,16,16,2.0,32.0,False,on grid,Person,1.0,16.0,"undead folder, moves 50%",True
Eriette,Rare,40,False,sprites/enemy/humanoid/human/warlock/witch.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/warlock folder,False
Ertai,Uncommon,30,False,sprites/enemy/aberration/phyrexian/gitaxianscientist.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Ertha Jo,Rare,20,False,sprites/enemy/humanoid/kor/mineguard.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/kor folder,False
Escaped Skaab,Common,9,False,sprites/enemy/undead/zombie.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Eshki,Rare,30,False,sprites/enemy/humanoid/elf/hunter.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Esika,Rare,30,False,sprites/enemy/humanoid/elf/deftsorceress.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/elf folder,False
Esix,Uncommon,20,False,sprites/enemy/elemental/crystalelemental.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Esper Artificer,Rare,25,False,sprites/enemy/humanoid/human/artificer/esper_artificer.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/artificer folder,False
Estrid,Rare,40,False,sprites/enemy/humanoid/human/cleric/cleric.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/cleric folder,False
Etali,Mythic,50,False,sprites/enemy/beast/dinosaur/dinosaur_stegosaurus.atlas,32,16,1.0,16.0,False,on grid,Person,1.0,16.0,"art 16px vs 16px person (x1.00), life 50",True
Etrata,Rare,20,False,sprites/enemy/undead/doppelganger.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Evelyn,Rare,20,False,sprites/enemy/undead/vampire_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,undead folder,False
Evereth,Uncommon,30,False,sprites/enemy/humanoid/human/knight/death_knight.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/knight folder,False
Evil Dwende,Uncommon,20,False,sprites/enemy/basic/spirit/evil_dwende.atlas,10,12,1.0,12.0,False,"critter, deliberate",Person,1.33,16.0,basic/spirit folder,False
Evil Wall,Uncommon,20,False,sprites/enemy/construct/wall.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
Exava,Uncommon,20,False,sprites/enemy/humanoid/human/shaman/chandra.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,humanoid/human/shaman folder,False
Expert Druid,Uncommon,18,False,sprites/enemy/basic/magical/expert_druid.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,basic/magical folder,False
Faerie,Uncommon,8,False,sprites/enemy/fey/pixie_2.atlas,16,16,1.0,16.0,False,on grid,Person,1.0,16.0,art 16px vs 16px person (x1.00),True
